sales_person,country,product,date,amount,boxes_shipped
sp177,South Korea,La Roche-Posay Toleriane Double Repair Moisturiser 200ml,2024-01-11,12662.65,113
sp100,Germany,Skinceuticals Phyto Corrective Gel 15ml,2021-07-14,18760.7,266
sp52,Italy,Avène Antirougeurs Jour Redness Relief Cream 40ml,2022-07-28,47527.48,458
sp142,Singapore,REN Clean Skincare Evercalm Global Protection Day Cream 20ml,2020-12-13,8301.66,80
sp132,Germany,Clinique Dramatically Different Moisturising Lotion+ 15ml,2022-10-16,13623.24,149
sp39,Sweden,The Ordinary Retinol 0.5% in Squalane 56.7g,2024-06-05,18751.64,298
sp99,Sweden,CeraVe Eye Repair Cream 30g,2024-04-06,935.77,39
sp2,Philippines,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 60ml,2021-07-13,11524.7,133
sp44,Thailand,Skinceuticals Phyto Corrective Gel 30g,2024-08-18,1773.37,100
sp103,United Kingdom,Clinique Even Better Clinical Radical Dark Spot Corrector 50ml,2022-10-13,866.89,45
sp128,France,Drunk Elephant Lala Retro Whipped Cream 125ml,2021-05-15,5299.97,53
sp75,Brazil,Murad Retinol Youth Renewal Serum 60ml,2021-04-11,4326.71,98
sp95,China,COSRX Oil-Free Ultra-Moisturizing Lotion 30ml,2020-08-24,980.72,19
sp20,Japan,First Aid Beauty Ultra Repair Cream 30ml,2024-09-15,5697.84,101
sp182,Poland,Pixi Rose Ceramide Cream 60ml,2022-12-07,3914.52,89
sp43,Japan,Olay Regenerist Micro-Sculpting Cream 125ml,2020-08-04,3414.3,55
sp10,South Korea,Kiehl's Creamy Eye Treatment with Avocado 200ml,2023-01-07,1737.56,43
sp152,Sweden,First Aid Beauty Ultra Repair Cream 30g,2021-07-03,7452.37,192
sp23,China,COSRX AC Collection Lightweight Soothing Moisturizer 15ml,2024-03-26,2679.18,85
sp111,Canada,Estée Lauder Advanced Night Repair Serum 250ml,2020-08-06,13599.82,259
sp181,Italy,COSRX Advanced Snail 96 Mucin Power Essence 250ml,2023-08-22,4265.48,71
sp34,Japan,Neutrogena Hydro Boost Water Gel 20ml,2020-10-02,3124.59,147
sp180,Colombia,Drunk Elephant B-Hydra Intensive Hydration Serum 40ml,2021-06-02,9633.12,112
sp153,Canada,Clinique Smart Night Custom-Repair Moisturiser 200ml,2020-10-17,40997.79,377
sp58,Brazil,Olay Total Effects 7-in-1 Moisturiser 250ml,2020-03-30,1153.03,59
sp100,Japan,La Roche-Posay Hyalu B5 Serum 15ml,2022-06-10,827.26,54
sp123,China,Bioderma Sebium Pore Refiner 340g,2020-01-15,2022.11,27
sp171,Argentina,The Ordinary Retinol 0.5% in Squalane 50ml,2021-10-17,8566.58,117
sp82,Poland,Pixi Rose Ceramide Cream 250ml,2020-03-02,4556.77,188
sp39,United Kingdom,COSRX Full Fit Propolis Light Cream 30ml,2023-02-15,3782.95,42
sp199,Poland,Avène Retrinal+ 0.1 Intensive Cream 150ml,2024-10-28,1171.85,16
sp182,Mexico,Clinique Dramatically Different Moisturising Lotion+ 100ml,2022-12-29,17126.57,148
sp193,Sweden,Skinceuticals Metacell Renewal B3 150ml,2023-03-18,10872.74,261
sp151,Chile,Kiehl's Ultra Facial Cream 30ml,2024-10-04,1809.51,44
sp29,South Korea,Drunk Elephant B-Hydra Intensive Hydration Serum 20ml,2024-06-10,275.28,20
sp65,Thailand,Pixi Retinol Tonic 125ml,2023-10-11,1792.27,67
sp108,Chile,Drunk Elephant Lala Retro Whipped Cream 340g,2023-02-24,1318.65,86
sp12,France,REN Clean Skincare Vita Mineral Active 7 Eye Gel 60ml,2024-07-18,14499.65,146
sp154,Argentina,The Ordinary Buffet Multi-Technology Peptide Serum 40ml,2023-02-22,467.82,113
sp104,United States,First Aid Beauty Ultra Repair Cream 250ml,2021-09-13,4494.94,148
sp63,Chile,Estée Lauder Advanced Night Repair Serum 15ml,2020-01-10,17061.18,204
sp29,India,REN Clean Skincare Radiance Perfection Serum 200ml,2021-01-17,1611.3,18
sp143,Indonesia,First Aid Beauty KP Bump Eraser Body Scrub 75ml,2024-11-23,8380.08,79
sp74,United States,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 30g,2021-02-14,9331.56,129
sp60,Italy,Clinique Turnaround Overnight Revitalizing Moisturizer 100ml,2021-01-23,2577.72,37
sp47,Philippines,La Roche-Posay Toleriane Double Repair Moisturiser 30g,2020-10-11,12238.33,136
sp177,Poland,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 340g,2023-07-04,3986.9,49
sp182,Singapore,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 125ml,2022-02-06,4324.18,69
sp146,France,Paula's Choice CLINICAL 1% Retinol Treatment 30g,2022-03-15,1309.57,12
sp185,Brazil,Pixi Glow Tonic 30g,2022-07-17,19772.96,304
sp114,Japan,COSRX AC Collection Lightweight Soothing Moisturizer 30ml,2020-06-25,1799.3,25
sp151,Canada,Drunk Elephant A-Passioni Retinol Cream 150ml,2022-10-09,6903.89,98
sp88,Colombia,Avène Cleanance Expert Emulsion 56.7g,2023-08-12,3664.29,112
sp110,Brazil,Clinique Dramatically Different Moisturising Lotion+ 56.7g,2022-09-09,3450.2,112
sp112,Mexico,Bioderma Sensibio Light Soothing Cream 250ml,2022-06-16,10774.61,138
sp81,France,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 15ml,2020-04-16,2875.13,128
sp117,Chile,Pixi Overnight Glow Serum 30ml,2023-12-10,3033.2,33
sp7,Argentina,Clinique Turnaround Overnight Revitalizing Moisturizer 30ml,2021-01-10,316.92,105
sp95,Singapore,Bioderma Hydrabio Gel-Crème 60ml,2022-08-07,4187.33,142
sp116,United Kingdom,Neutrogena Norwegian Formula Face Cream 100ml,2022-05-24,7777.37,168
sp126,Thailand,Murad Cellular Hydration Barrier Repair Cream 75ml,2020-06-24,10095.98,137
sp165,Sweden,Bioderma Cicabio Arnica+ Repairing Cream 100ml,2024-08-22,6219.1,62
sp149,Brazil,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 50ml,2021-01-20,2647.67,50
sp155,Philippines,COSRX Advanced Snail 96 Mucin Power Essence 60ml,2024-09-20,10331.66,140
sp184,Indonesia,Murad Vita-C Glycolic Brightening Serum 125ml,2021-02-08,46731.18,469
sp177,Thailand,Tatcha The Eye Concentrate 20ml,2021-12-16,5032.74,48
sp139,United Kingdom,CeraVe PM Facial Moisturising Lotion 50ml,2024-12-29,2484.81,39
sp141,India,Sunday Riley UFO Ultra-Clarifying Face Oil 340g,2024-04-06,6328.05,68
sp163,South Korea,Avène Retrinal+ 0.1 Intensive Cream 100ml,2020-01-15,4265.53,106
sp107,Colombia,Olay Total Effects 7-in-1 Moisturiser 75ml,2022-12-09,47971.39,485
sp6,Indonesia,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 56.7g,2022-04-06,1379.05,123
sp168,Brazil,La Roche-Posay Retinol B3 Serum 60ml,2023-01-04,7284.09,75
sp29,Germany,Neutrogena Rapid Wrinkle Repair Retinol Cream 200ml,2024-07-31,8407.77,117
sp108,Chile,REN Clean Skincare V-Cense Revitalising Eye Cream 40ml,2020-08-31,8671.38,133
sp62,Indonesia,Pixi Glow Tonic 30ml,2022-07-31,2946.28,63
sp123,India,Tatcha The Rice Polish Foaming Enzyme Powder 30g,2024-04-04,765.97,26
sp53,Netherlands,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 40ml,2020-10-21,11117.34,140
sp2,Indonesia,The Ordinary AHA 30% + BHA 2% Peeling Solution 75ml,2024-10-02,3242.57,321
sp161,Philippines,First Aid Beauty Ultra Repair Firming Collagen Cream 100ml,2023-03-25,3081.2,123
sp5,Chile,Murad Vita-C Glycolic Brightening Serum 30g,2020-08-31,2222.65,116
sp170,United States,REN Clean Skincare Evercalm Global Protection Day Cream 125ml,2020-11-14,7072.74,88
sp197,Italy,CeraVe Moisturising Cream 340g,2022-12-27,5023.9,94
sp60,Thailand,Skinceuticals B5 Gel Hydrating Serum 150ml,2020-05-03,2755.91,52
sp75,Spain,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 50ml,2020-07-15,8188.95,113
sp73,United States,COSRX Advanced Snail 96 Mucin Power Essence 75ml,2021-08-12,4534.64,79
sp53,United Kingdom,Neutrogena Cellular Boost Concentrate Serum 100ml,2023-05-14,2266.61,32
sp3,Sweden,La Roche-Posay Retinol B3 Serum 60ml,2020-07-27,3841.08,122
sp29,Netherlands,Tatcha The Essence Plump Skin Softener 150ml,2020-09-24,17794.28,237
sp88,Mexico,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 20ml,2024-06-28,6477.25,121
sp146,China,First Aid Beauty Pure Skin Face Cleanser 150ml,2021-06-03,35598.89,349
sp14,Sweden,CeraVe AM Facial Moisturising Lotion SPF25 50ml,2020-12-20,17308.82,294
sp165,India,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 250ml,2020-05-12,850.95,27
sp33,Indonesia,Bioderma Pigmentbio C-Concentrate Brightening Serum 125ml,2024-10-07,4523.92,64
sp95,Colombia,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 50ml,2022-05-30,4737.41,56
sp133,India,Avène Retrinal+ 0.1 Intensive Cream 340g,2020-07-08,34874.39,428
sp163,Thailand,Pixi Rose Ceramide Cream 50ml,2024-07-22,5916.22,85
sp78,Germany,La Roche-Posay Toleriane Double Repair Moisturiser 15ml,2020-06-24,2470.92,38
sp27,India,Drunk Elephant F-Balm Electrolyte Waterbalm 30ml,2022-11-03,3175.91,70
sp33,Netherlands,Skinceuticals C E Ferulic Serum 20ml,2024-05-26,8813.05,103
sp108,Colombia,Olay Regenerist Micro-Sculpting Cream 30ml,2023-07-21,1944.69,77
sp67,Thailand,REN Clean Skincare Vita Mineral Active 7 Eye Gel 340g,2021-12-10,1039.52,23
sp171,South Korea,Paula's Choice DEFENSE Antioxidant Pore Purifier 100ml,2023-08-20,5383.63,131
sp62,Chile,CeraVe Skin Renewing Night Cream 60ml,2022-06-02,243.57,37
sp121,Colombia,La Roche-Posay Hyalu B5 Serum 340g,2024-07-13,21342.8,247
sp2,Philippines,Skinceuticals C E Ferulic Serum 15ml,2024-11-25,13419.02,202
sp86,Spain,Kiehl's Clearly Corrective Dark Spot Solution 30g,2024-07-22,13781.47,305
sp117,Brazil,Kiehl's Midnight Recovery Concentrate 20ml,2020-05-26,6683.25,132
sp181,Sweden,COSRX Oil-Free Ultra-Moisturizing Lotion 15ml,2023-03-12,2288.48,62
sp170,Canada,Neutrogena Rapid Wrinkle Repair Retinol Cream 30g,2024-10-05,6402.0,108
sp150,Colombia,Clinique Repairwear Laser Focus Eye Cream 30g,2023-05-28,2669.97,31
sp30,Netherlands,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 100ml,2023-01-05,6658.35,148
sp89,Poland,Bioderma Sensibio Light Soothing Cream 30ml,2021-12-07,1150.12,15
sp141,China,Murad Oil-Control Mattifier SPF45 75ml,2023-07-15,13494.37,141
sp90,Indonesia,La Roche-Posay Anthelios Invisible Fluid SPF50+ 15ml,2023-12-23,296.05,90
sp35,Italy,Clinique Repairwear Laser Focus Eye Cream 340g,2023-12-03,66.93,14
sp122,France,COSRX Advanced Snail 96 Mucin Power Essence 200ml,2023-06-27,8734.46,164
sp195,Poland,Kiehl's Rare Earth Deep Pore Cleansing Masque 150ml,2020-09-10,1009.9,15
sp148,Colombia,CeraVe Moisturising Cream 30g,2023-04-02,2150.25,24
sp141,Germany,REN Clean Skincare Perfect Canvas Clean Primer 20ml,2022-09-22,2193.24,110
sp127,Poland,CeraVe Renewing SA Cream 56.7g,2023-10-09,5108.84,87
sp93,France,The Ordinary Natural Moisturising Factors + HA 30g,2023-07-01,7272.23,98
sp21,China,Olay Regenerist Micro-Sculpting Cream 50ml,2024-12-21,367.8,49
sp157,Philippines,The Ordinary Glycolic Acid 7% Toning Solution 340g,2021-08-19,5970.16,290
sp65,Thailand,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 150ml,2020-07-15,9630.99,85
sp200,Canada,Tatcha The Essence Plump Skin Softener 200ml,2022-07-13,2254.68,65
sp10,Colombia,The Ordinary AHA 30% + BHA 2% Peeling Solution 30g,2024-08-26,10397.23,108
sp94,France,REN Clean Skincare Vita Mineral Active 7 Eye Gel 15ml,2022-02-27,3038.6,297
sp72,Colombia,La Roche-Posay Effaclar Mat Moisturiser 150ml,2024-04-25,1272.83,423
sp69,Thailand,The Ordinary AHA 30% + BHA 2% Peeling Solution 100ml,2023-04-22,2744.23,46
sp113,Canada,CeraVe Eye Repair Cream 340g,2024-08-06,8334.91,96
sp145,South Korea,The Ordinary Hyaluronic Acid 2% + B5 50ml,2022-05-30,1219.2,15
sp99,India,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 30ml,2020-07-01,3107.79,63
sp97,Argentina,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 125ml,2021-05-27,14556.68,139
sp129,South Korea,Tatcha The Water Cream 150ml,2023-10-16,9317.98,139
sp188,Japan,Pixi Vitamin-C Juice Cleanser 200ml,2024-02-25,2642.62,38
sp69,Colombia,La Roche-Posay Toleriane Hydrating Gentle Cleanser 20ml,2023-02-23,11311.6,117
sp82,United Kingdom,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 340g,2022-02-11,9752.6,259
sp148,Philippines,Neutrogena Bright Boost Gel Cream 40ml,2020-11-10,2268.5,59
sp198,United Kingdom,Avène Eau Thermale Spray 340g,2022-01-15,1045.56,70
sp88,China,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 30ml,2021-11-07,37325.31,412
sp121,Poland,COSRX AHA/BHA Clarifying Treatment Toner 125ml,2024-01-13,2120.14,51
sp111,South Korea,CeraVe AM Facial Moisturising Lotion SPF25 125ml,2024-06-04,2166.88,103
sp137,Argentina,Olay Total Effects 7-in-1 Moisturiser 15ml,2023-01-14,956.02,12
sp16,India,Kiehl's Calendula Serum-Infused Water Cream 340g,2021-06-02,9307.21,115
sp129,Japan,Tatcha The Silk Cream 340g,2024-02-15,4066.54,61
sp111,United States,Drunk Elephant F-Balm Electrolyte Waterbalm 100ml,2023-10-07,28987.65,310
sp1,France,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 15ml,2022-06-01,747.41,125
sp96,Chile,COSRX Advanced Snail 96 Mucin Power Essence 50ml,2024-05-08,8620.14,118
sp33,Italy,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 150ml,2021-01-05,24766.94,280
sp100,Poland,La Roche-Posay Cicaplast Baume B5 340g,2022-05-06,1072.4,40
sp71,India,Tatcha The Clarifying Clay Mask 75ml,2022-07-14,5595.33,141
sp144,France,Pixi +C VIT Brightening Serum 340g,2024-07-29,866.28,12
sp10,Philippines,La Roche-Posay Toleriane Double Repair Moisturiser 60ml,2022-03-09,425.11,35
sp68,South Korea,COSRX AHA/BHA Clarifying Treatment Toner 75ml,2024-08-12,12953.84,139
sp150,Brazil,The Ordinary Natural Moisturising Factors + HA 30ml,2021-04-08,3021.42,29
sp110,United Kingdom,Olay Luminous Whip Face Moisturiser 30g,2022-01-17,8253.07,142
sp113,Italy,REN Clean Skincare Perfect Canvas Clean Primer 56.7g,2021-01-30,8857.79,396
sp49,Argentina,Neutrogena Norwegian Formula Face Cream 20ml,2024-07-23,2427.61,76
sp120,Germany,Neutrogena Bright Boost Gel Cream 100ml,2020-10-25,10074.73,187
sp77,Brazil,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 15ml,2023-04-28,4186.89,238
sp119,Brazil,Pixi Skintreats Rose Caviar Eye Cream 100ml,2020-10-31,3476.2,78
sp50,United States,Bioderma Pigmentbio C-Concentrate Brightening Serum 56.7g,2020-12-23,5407.6,77
sp188,Canada,Tatcha The Silk Cream 125ml,2020-01-01,378.72,113
sp182,Sweden,Paula's Choice CALM Redness Relief Moisturizer SPF 30 15ml,2021-06-28,782.05,77
sp175,South Korea,REN Clean Skincare Vita Mineral Active 7 Eye Gel 30g,2020-05-05,1268.37,93
sp73,Argentina,Tatcha The Water Cream 200ml,2020-09-01,975.14,35
sp12,China,Kiehl's Midnight Recovery Concentrate 340g,2020-12-16,4316.65,112
sp132,Mexico,Bioderma Cicabio Arnica+ Repairing Cream 15ml,2020-11-30,578.63,76
sp94,France,Drunk Elephant Lala Retro Whipped Cream 340g,2020-01-31,2669.99,26
sp80,Netherlands,COSRX Full Fit Propolis Light Cream 40ml,2021-10-13,16786.25,221
sp25,Thailand,First Aid Beauty Pure Skin Face Cleanser 30g,2024-03-09,3668.21,50
sp141,United Kingdom,Clinique Smart Night Custom-Repair Moisturiser 56.7g,2024-07-12,14646.05,145
sp122,China,Estée Lauder Revitalizing Supreme+ Moisturizer 125ml,2020-04-30,12803.23,145
sp147,France,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 125ml,2022-02-08,4748.78,108
sp176,Chile,REN Clean Skincare Clean Screen Mineral SPF30 30g,2022-02-05,5261.51,53
sp73,Sweden,Olay Eyes Ultimate Eye Cream 75ml,2021-11-25,2293.21,25
sp195,China,Clinique Repairwear Laser Focus Eye Cream 56.7g,2023-10-17,4640.6,81
sp128,Chile,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 20ml,2023-12-11,10101.55,132
sp95,Germany,Olay Vitamin C + Peptide 24 Face Moisturizer 60ml,2021-03-03,2376.33,83
sp74,Germany,REN Clean Skincare Radiance Perfection Serum 56.7g,2021-09-24,20522.77,239
sp28,Thailand,CeraVe AM Facial Moisturising Lotion SPF25 50ml,2024-11-11,10204.04,140
sp198,Spain,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 30ml,2024-05-07,21723.28,423
sp120,United States,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 250ml,2022-05-09,7707.79,147
sp155,South Korea,Bioderma Sebium Pore Refiner 20ml,2024-11-10,372.61,74
sp35,Singapore,La Roche-Posay Cicaplast Baume B5 200ml,2024-03-12,4687.49,42
sp169,Spain,La Roche-Posay Hyalu B5 Serum 60ml,2021-08-24,10721.74,173
sp9,Netherlands,Murad Rapid Resurgence Eye Lift 340g,2024-06-30,5489.09,83
sp93,Spain,Avène Antirougeurs Jour Redness Relief Cream 40ml,2023-04-06,779.7,45
sp138,Brazil,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 200ml,2023-08-29,455.33,63
sp36,United States,Pixi Glow Tonic 30ml,2023-08-24,15316.31,247
sp70,Poland,Olay Super Serum 5-in-1 75ml,2023-07-20,8250.24,93
sp94,South Korea,La Roche-Posay Anthelios Invisible Fluid SPF50+ 150ml,2023-08-09,1476.83,22
sp53,United Kingdom,Pixi Hydrating Milky Serum 15ml,2024-02-24,6122.79,131
sp122,Brazil,CeraVe AM Facial Moisturising Lotion SPF25 20ml,2021-09-21,19519.46,255
sp115,South Korea,La Roche-Posay Retinol B3 Serum 15ml,2022-08-02,19835.88,187
sp194,Indonesia,Skinceuticals Metacell Renewal B3 250ml,2020-02-21,6750.77,70
sp188,United Kingdom,Skinceuticals Phyto Corrective Gel 200ml,2021-04-24,10214.28,113
sp125,Singapore,Skinceuticals B5 Gel Hydrating Serum 40ml,2021-01-12,3682.33,61
sp140,Japan,CeraVe AM Facial Moisturising Lotion SPF25 30ml,2023-07-11,2749.75,31
sp10,Mexico,Skinceuticals C E Ferulic Serum 150ml,2020-02-19,2600.41,67
sp75,Netherlands,Avène Antirougeurs Jour Redness Relief Cream 60ml,2020-05-06,2918.72,389
sp120,Mexico,Neutrogena Hydro Boost Water Gel 125ml,2020-02-13,4789.29,122
sp82,Netherlands,Olay Eyes Ultimate Eye Cream 100ml,2021-08-10,2979.0,75
sp181,Singapore,Neutrogena Bright Boost Gel Cream 150ml,2021-11-07,5476.94,87
sp6,Colombia,Clinique All About Eyes Rich 56.7g,2022-11-05,1542.18,218
sp29,China,Pixi Retinol Tonic 56.7g,2022-04-04,2400.06,70
sp21,Chile,La Roche-Posay Effaclar Mat Moisturiser 20ml,2024-03-27,3605.83,74
sp20,Mexico,Bioderma Sebium Pore Refiner 40ml,2024-09-25,1351.84,14
sp94,France,Bioderma Hydrabio Gel-Crème 20ml,2022-02-16,1249.32,55
sp45,Thailand,First Aid Beauty Ultra Repair Cream 250ml,2020-11-20,1818.4,19
sp130,Colombia,Estée Lauder Nutritious Super-Pomegranate Radiant Energy Eye Jelly 250ml,2020-03-20,3861.69,45
sp157,France,REN Clean Skincare Perfect Canvas Clean Primer 20ml,2023-04-23,6300.72,141
sp175,Philippines,Pixi Overnight Glow Serum 125ml,2023-07-08,5055.9,219
sp104,Spain,Olay Super Serum 5-in-1 30g,2020-01-03,1057.62,59
sp151,Indonesia,Estée Lauder Revitalizing Supreme+ Moisturizer 100ml,2020-08-13,6662.69,106
sp22,Singapore,Tatcha The Rice Polish Foaming Enzyme Powder 100ml,2024-04-15,2640.76,121
sp152,Brazil,Kiehl's Creamy Eye Treatment with Avocado 20ml,2023-07-08,1058.47,72
sp6,Sweden,Olay Total Effects 7-in-1 Moisturiser 200ml,2022-12-07,3719.06,96
sp167,Japan,Drunk Elephant A-Passioni Retinol Cream 100ml,2021-06-16,2569.46,28
sp104,Philippines,Bioderma Sensibio Light Soothing Cream 100ml,2024-04-20,21852.38,255
sp113,Singapore,Drunk Elephant A-Passioni Retinol Cream 20ml,2024-01-03,434.01,29
sp198,United Kingdom,Bioderma Nodé Detox Shampoo 30ml,2024-03-08,28787.72,249
sp19,China,CeraVe Hydrating Cleanser 30g,2022-08-04,9878.0,90
sp150,Mexico,Bioderma Sensibio Light Soothing Cream 75ml,2021-12-20,12840.53,135
sp59,Philippines,Olay Retinol24 Night Moisturizer 40ml,2023-07-08,1990.06,83
sp20,Netherlands,Pixi +C VIT Brightening Serum 30ml,2022-01-06,2338.07,58
sp14,United Kingdom,Clinique Turnaround Overnight Revitalizing Moisturizer 150ml,2020-10-21,9108.11,110
sp152,Singapore,Avène XeraCalm A.D Lipid-Replenishing Cream 30g,2020-03-06,41494.78,449
sp160,Indonesia,Paula's Choice DEFENSE Antioxidant Pore Purifier 40ml,2022-05-08,902.07,126
sp62,Spain,The Ordinary Retinol 0.5% in Squalane 75ml,2021-03-29,1365.3,47
sp56,United States,Skinceuticals Discoloration Defense Serum 200ml,2023-10-16,14424.0,351
sp61,Netherlands,Sunday Riley UFO Ultra-Clarifying Face Oil 30g,2020-03-19,14892.54,130
sp127,Italy,Pixi Retinol Tonic 100ml,2024-12-09,806.31,52
sp191,China,Kiehl's Clearly Corrective Dark Spot Solution 50ml,2021-04-24,10672.68,110
sp55,India,Murad Oil-Control Mattifier SPF45 250ml,2024-01-05,28901.32,250
sp144,Poland,Skinceuticals Discoloration Defense Serum 75ml,2024-04-12,3448.5,146
sp129,Singapore,The Ordinary Glycolic Acid 7% Toning Solution 15ml,2021-11-30,7252.6,123
sp145,United Kingdom,Paula's Choice BOOST 10% Niacinamide Booster 40ml,2021-11-20,7667.74,73
sp9,Argentina,La Roche-Posay Retinol B3 Serum 100ml,2022-07-09,2685.14,40
sp113,United Kingdom,Skinceuticals Phyto Corrective Gel 30ml,2023-08-19,6141.11,166
sp51,Germany,Bioderma Atoderm Intensive Baume 30g,2022-12-19,9631.71,89
sp96,Netherlands,COSRX Full Fit Propolis Light Cream 200ml,2024-11-11,17278.56,386
sp88,Chile,Neutrogena Rapid Wrinkle Repair Retinol Cream 340g,2024-05-01,3839.36,41
sp191,United Kingdom,Drunk Elephant F-Balm Electrolyte Waterbalm 30ml,2023-06-25,2168.69,68
sp139,Netherlands,Olay Super Serum 5-in-1 20ml,2021-12-19,8193.76,74
sp178,Sweden,Murad Brightening Booster 150ml,2023-01-17,42813.55,411
sp123,Colombia,REN Clean Skincare V-Cense Revitalising Eye Cream 100ml,2022-04-22,15853.39,161
sp10,Colombia,Kiehl's Midnight Recovery Concentrate 340g,2020-03-17,9918.02,105
sp96,China,REN Clean Skincare Clean Screen Mineral SPF30 60ml,2023-10-26,10368.76,105
sp2,Brazil,REN Clean Skincare V-Cense Revitalising Eye Cream 75ml,2022-04-09,9610.56,145
sp190,Spain,Pixi Retinol Tonic 40ml,2024-10-01,1804.0,107
sp194,Italy,First Aid Beauty Pure Skin Face Cleanser 20ml,2020-08-22,767.63,102
sp15,Mexico,Skinceuticals A.G.E. Eye Complex 30g,2024-09-19,1425.74,47
sp153,Philippines,The Ordinary Salicylic Acid 2% Solution 50ml,2020-09-18,2336.3,29
sp29,Indonesia,Paula's Choice CLINICAL 1% Retinol Treatment 250ml,2021-07-30,10096.37,121
sp17,Netherlands,COSRX Advanced Snail 96 Mucin Power Essence 60ml,2023-12-24,1732.73,35
sp101,Mexico,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 20ml,2020-11-09,22930.28,226
sp170,Argentina,La Roche-Posay Effaclar Mat Moisturiser 20ml,2022-12-26,916.89,19
sp94,China,CeraVe PM Facial Moisturising Lotion 250ml,2020-01-02,4632.27,129
sp74,Thailand,Murad Rapid Resurgence Eye Lift 125ml,2023-03-23,15177.85,152
sp161,Canada,Paula's Choice DEFENSE Antioxidant Pore Purifier 56.7g,2023-05-13,788.08,19
sp139,Spain,Pixi Rose Ceramide Cream 250ml,2020-06-01,9179.18,376
sp24,India,La Roche-Posay Cicaplast Baume B5 56.7g,2022-11-08,1717.3,68
sp165,Germany,REN Clean Skincare Clean Screen Mineral SPF30 20ml,2024-12-09,17352.52,155
sp104,Thailand,Bioderma Pigmentbio C-Concentrate Brightening Serum 15ml,2023-10-19,12693.63,138
sp168,Japan,Olay Regenerist Collagen Peptide24 Serum 20ml,2022-01-28,1330.23,142
sp134,Brazil,Neutrogena Cellular Boost Concentrate Serum 56.7g,2024-10-10,1122.89,66
sp94,Thailand,The Ordinary Natural Moisturising Factors + HA 15ml,2022-01-11,5368.85,122
sp135,Italy,Skinceuticals Triple Lipid Restore 2:4:2 60ml,2023-03-26,1896.51,29
sp58,Poland,Avène Cleanance Expert Emulsion 50ml,2021-10-02,2787.8,54
sp2,Poland,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 30ml,2022-08-28,2406.26,54
sp122,Netherlands,Avène Retrinal+ 0.1 Intensive Cream 200ml,2020-06-17,6422.72,75
sp142,Canada,COSRX AC Collection Lightweight Soothing Moisturizer 75ml,2024-09-02,930.29,32
sp28,Indonesia,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 340g,2021-04-06,3960.13,120
sp79,Thailand,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 75ml,2020-01-07,6615.16,127
sp148,Thailand,CeraVe Skin Renewing Night Cream 150ml,2023-08-01,5066.05,66
sp130,Brazil,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 30ml,2024-09-05,985.93,52
sp192,South Korea,Skinceuticals B5 Gel Hydrating Serum 150ml,2020-06-28,88.55,12
sp133,Mexico,The Ordinary Niacinamide 10% + Zinc 1% 125ml,2023-11-19,2169.92,63
sp183,Philippines,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 30ml,2023-02-27,968.35,47
sp101,China,COSRX AHA/BHA Clarifying Treatment Toner 50ml,2024-11-25,15363.89,151
sp158,Argentina,Drunk Elephant B-Hydra Intensive Hydration Serum 125ml,2021-09-23,11486.12,122
sp32,China,Skinceuticals A.G.E. Eye Complex 40ml,2024-03-21,1721.22,92
sp135,Spain,Neutrogena Hydro Boost Water Gel 20ml,2020-05-20,24590.83,332
sp86,South Korea,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 60ml,2022-12-23,6008.2,119
sp93,Germany,Murad Oil-Control Mattifier SPF45 50ml,2023-11-23,4065.96,123
